reference_id,sections,authors,year,title,source,url
[MaximAI-2025-frameworks],17,Maxim AI,2025,Best AI Agent Frameworks 2025,Maxim AI,https://www.getmaxim.ai/articles/top-5-ai-agent-frameworks-in-2025-a-practical-guide-for-ai-builders/
[MaximAI-2026-debugging],9,Maxim AI,2026,The 5 Best Agent Debugging Platforms in 2026,Maxim AI,https://www.getmaxim.ai/articles/the-5-best-agent-debugging-platforms-in-2026/
[MaximAI-2026-observability],10,Maxim AI,2026,Top 5 AI Agent Observability Platforms in 2026,Maxim AI,https://www.getmaxim.ai/articles/top-5-ai-agent-observability-platforms-in-2026/
[MaximAI-2026-reliability],10,Maxim AI,2026,Top 5 Tools for Monitoring and Improving AI Agent Reliability (2026),Maxim AI,https://www.getmaxim.ai/articles/top-5-tools-for-monitoring-and-improving-ai-agent-reliability-2026/
[MaximAI-2026-debug],10,Maxim AI,2026,Best Tools to Monitor and Debug AI Agents in Production,Maxim AI,https://www.getmaxim.ai/articles/best-tools-to-monitor-and-debug-ai-agents-in-production/
[MaximAI-2026-rag],15,Maxim AI,2026,Top 5 RAG Evaluation Platforms in 2026,Maxim AI,https://www.getmaxim.ai/articles/top-5-rag-evaluation-platforms-in-2026/
[McKinsey-2026],"19,23",McKinsey & Company,2026,The agentic organization: Contours of the next paradigm for the AI era,McKinsey,https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-agentic-organization-contours-of-the-next-paradigm-for-the-ai-era
[MDPI-2025],25,MDPI,2025,Prompt Injection Attacks and Defenses in LLM-Integrated Applications: A Comprehensive Review,MDPI Information,https://www.mdpi.com/2078-2489/17/1/54
[MetaAI-2023],18,Meta AI,2023,GAIA: A Benchmark for General AI Assistants,Meta AI Research,https://ai.meta.com/research/publications/gaia-a-benchmark-for-general-ai-assistants/
[MetadataWeekly-2026],3,Metadata Weekly,2026,The 2026 AI Reality Check,Metadata Weekly,https://metadataweekly.substack.com/p/the-2026-ai-reality-check-its-the
[Mialon-2023],18,"Mialon, G. et al.",2023,GAIA: A Benchmark for General AI Assistants,arXiv,https://arxiv.org/abs/2311.12983
[Microsoft-2025-redteam],20,Microsoft,2025,Planning red teaming for LLMs,Microsoft Learn,https://learn.microsoft.com/en-us/azure/ai-foundry/openai/concepts/red-teaming
[Middleware-2026],10,Middleware,2026,How AI-Based Insights Can Change The Observability in 2026,Middleware Blog,https://middleware.io/blog/how-ai-based-insights-can-change-the-observability/
[MITTechReview-2026],29,MIT Technology Review,2026,Mechanistic interpretability: 10 Breakthrough Technologies 2026,MIT Tech Review,https://www.technologyreview.com/2026/01/12/1130003/mechanistic-interpretability-ai-research-models-2026-breakthrough-technologies/
[MLflow-2025-tracing],"13,14",MLflow,2025,MLflow Tracing for LLM Observability,MLflow Docs,https://mlflow.org/docs/latest/genai/tracing/
[MLflow-2025-otel],14,MLflow,2025,Full OpenTelemetry Support in MLflow Tracing,MLflow Blog,https://mlflow.org/blog/opentelemetry-tracing-support
[MLflow-2025-feedback],21,MLflow,2025,Feedback Collection,MLflow Docs,https://mlflow.org/docs/3.2.0/genai/assessments/feedback/
[MLOps-2025],27,MLOps Community,2025,Agents in Production 2025,MLOps Community,https://home.mlops.community/public/events/agentsinproduction2025
[MonteCarlo-2025],10,Monte Carlo,2025,The 17 Best AI Observability Tools In December 2025,Monte Carlo Blog,https://www.montecarlodata.com/blog-best-ai-observability-tools/
[MorganLewis-2025],24,Morgan Lewis,2025,AI in Healthcare: Opportunities Enforcement Risks and Compliance,Morgan Lewis,https://www.morganlewis.com/pubs/2025/07/ai-in-healthcare-opportunities-enforcement-risks-and-false-claims-and-the-need-for-ai-specific-compliance
[Multimodal-2026],"1,2,3,22",Multimodal.dev,2026,10 AI Agent Statistics for 2026: Adoption Success Rates & More,Multimodal.dev,https://www.multimodal.dev/post/agentic-ai-statistics
[n8n-2025],21,n8n,2025,15 best practices for deploying AI agents in production,n8n Blog,https://blog.n8n.io/best-practices-for-deploying-ai-agents-in-production/
[NatureComm-2025],24,Nature Communications,2025,SourceCheckup: A Framework for Evaluating LLM Citation Accuracy,Nature Communications,https://www.nature.com/articles/s41467-025-58551-6
[Netguru-2025],23,Netguru,2025,Testing AI Agents,Netguru Blog,https://www.netguru.com/blog/testing-ai-agents
[Newsweek-2025],23,Newsweek,2025,AI Security Risks Are Outpacing Human Oversight,Newsweek,https://www.newsweek.com/nw-ai/ai-security-risks-are-outpacing-human-oversight-11310461
[NIST-2023],30,NIST,2023,AI Risk Management Framework,NIST,https://www.nist.gov/itl/ai-risk-management-framework
[NIST-2025],"1,2,3,18",NIST,2025,Technical Blog: Strengthening AI Agent Hijacking Evaluations,NIST,https://www.nist.gov/news-events/news/2025/01/technical-blog-strengthening-ai-agent-hijacking-evaluations
[NIX-2026],9,N-iX,2026,AI agent observability: The new standard for enterprise AI in 2026,N-iX,https://www.n-ix.com/ai-agent-observability/
[NVIDIA-2025],11,NVIDIA,2025,Building AI Agents to Automate Software Test Case Creation,NVIDIA Blog,https://developer.nvidia.com/blog/building-ai-agents-to-automate-software-test-case-creation/
[ODSC-2025-evaluation],"3,19",ODSC,2025,Mastering AI Evaluation in 2025: Lessons from Ian Cairns,ODSC,https://opendatascience.com/mastering-ai-evaluation-in-2025-lessons-from-ian-cairns-on-building-reliable-systems/
[ODSC-2025-podcast],28,ODSC,2025,Ai X Podcast - The Hardest Problem in AI: Evaluation in 2025,Apple Podcasts,https://podcasts.apple.com/us/podcast/the-hardest-problem-in-ai-evaluation-in-2025-with-ian-cairns/id1721516836
[Omega-2025-benchmarks],28,O-mega,2025,Best AI Agent Evaluation Benchmarks: 2025 Complete Guide,O-mega,https://o-mega.ai/articles/the-best-ai-agent-evals-and-benchmarks-full-2025-guide
[Omega-2026-observability],"10,14",O-mega,2026,Top 5 AI Agent Observability Platforms 2026 Guide,O-mega,https://o-mega.ai/articles/top-5-ai-agent-observability-platforms-the-ultimate-2026-guide
[Omega-2026-benchmarks],18,O-mega,2026,Top 10 AI Benchmarks for Real Work Performance (2026),O-mega,https://o-mega.ai/articles/top-10-ai-benchmarks-for-economically-valuable-work-2026
[OneReach-2026-stats],"1,22",OneReach.ai,2026,Agentic AI Stats 2026: Adoption Rates ROI & Market Trends,OneReach.ai,https://onereach.ai/blog/agentic-ai-adoption-rates-roi-market-trends/
[OneReach-2026-practices],19,OneReach AI,2026,Best Practices for AI Agent Implementations: Enterprise Guide 2026,OneReach AI,https://onereach.ai/blog/best-practices-for-ai-agent-implementations/
[OpenAI-2024-swebench],18,OpenAI,2024,Introducing SWE-bench Verified,OpenAI,https://openai.com/index/introducing-swe-bench-verified/
[OpenAI-2025-evals],"15,27",OpenAI,2025,Working with Evals,OpenAI Platform,https://platform.openai.com/docs/guides/evals
[OpenAI-2025-evals-drive],15,OpenAI,2025,How Evals Drive the Next Chapter in AI for Businesses,OpenAI,https://openai.com/index/evals-drive-next-chapter-of-ai/
[OpenAI-2025-atlas],29,OpenAI,2025,Continuously hardening ChatGPT Atlas against prompt injection attacks,OpenAI,https://openai.com/index/hardening-atlas-against-prompt-injection/
[OpenLIT-2025],15,OpenLIT,2025,OpenLIT: OpenTelemetry-native GenAI Observability,GitHub,https://github.com/openlit/openlit
[OpenTelemetry-2024],9,OpenTelemetry,2024,OpenTelemetry for Generative AI,OpenTelemetry Blog,https://opentelemetry.io/blog/2024/otel-generative-ai/
[OpenTelemetry-2025-docs],"9,B",OpenTelemetry,2025,OpenTelemetry Official Documentation,OpenTelemetry,https://opentelemetry.io/
[OpenTelemetry-2025-semconv],"9,28,29,30",OpenTelemetry,2025,Semantic conventions for generative AI systems,OpenTelemetry,https://opentelemetry.io/docs/specs/semconv/gen-ai/
[OpenTelemetry-2025-agent],"9,23,28,29",OpenTelemetry,2025,AI Agent Observability - Evolving Standards and Best Practices,OpenTelemetry Blog,https://opentelemetry.io/blog/2025/ai-agent-observability/
[OpenTelemetry-2025-spans],28,OpenTelemetry,2025,Semantic Conventions for GenAI agent and framework spans,OpenTelemetry,https://opentelemetry.io/docs/specs/semconv/gen-ai/gen-ai-agent-spans/
[OrielStat-2025],24,Oriel STAT A MATRIX,2025,FDA 2025 Guidance on AI-Enabled Medical Devices,Oriel STAT,https://www.orielstat.com/blog/fda-2025-guidance-ai-enabled-medical-devices/
[Orlando-2025],23,Orlando Sentinel,2025,Commentary: Meet the AI Agents of 2026—Ambitious Overhyped and Still in Training,Orlando Sentinel,https://www.orlandosentinel.com/2025/12/29/commentary-from-the-left-meet-the-ai-agents-of-2026-ambitious-overhyped-and-still-in-training/
[Osmani-2025],23,"Osmani, A.",2025,Vibe Coding Is Not the Same as AI-Assisted Engineering,Medium,https://medium.com/@addyosmani/vibe-coding-is-not-the-same-as-ai-assisted-engineering-3f81088d5b98
[Penligent-2026],20,Penligent,2026,The 2026 Ultimate Guide to AI Penetration Testing,Penligent,https://www.penligent.ai/hackinglabs/the-2026-ultimate-guide-to-ai-penetration-testing-the-era-of-agentic-red-teaming/
[PillarSecurity-2025],11,Pillar Security,2025,Practical AI Red Teaming: Power of Multi-Turn Tests vs Single-Turn Evaluations,Pillar Security,https://www.pillar.security/blog/practical-ai-red-teaming-the-power-of-multi-turn-tests-vs-single-turn-evaluations
[Plivo-2025],24,Plivo,2025,Contact Center Statistics and Benchmarks 2025,Plivo Blog,https://www.plivo.com/blog/contact-center-statistics-benchmarks-2025/
[PMC-2025],24,PMC,2025,Healthcare AI Policy Checklist Methodology,PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC12465464/
[Portkey-2025],"9,10",Portkey,2025,The complete guide to LLM observability for 2026,Portkey Blog,https://portkey.ai/blog/the-complete-guide-to-llm-observability/
[PracticalDevSecOps-2026],3,Practical DevSecOps,2026,MCP Security Vulnerabilities,Practical DevSecOps,https://www.practical-devsecops.com/mcp-security-vulnerabilities/
[Pragmatic-2025],26,Pragmatic Institute,2025,AI Product Manager Certification,Pragmatic Institute,https://www.pragmaticinstitute.com/product/ai-product-management-expert-certification/
[PragmaticCoders-2026],2,Pragmatic Coders,2026,200+ AI Agent Statistics for 2026,Pragmatic Coders,https://www.pragmaticcoders.com/resources/ai-agent-statistics
[ProductSchool-2025],26,Product School,2025,AI Evals Certification,Product School,https://productschool.com/certifications/ai-evals
[Promwad-2026],10,Promwad,2026,AI-Assisted Debugging 2026: Anomaly Detection in Firmware,Promwad,https://promwad.com/news/ai-assisted-debugging-2026-anomaly-detection-firmware
[QAwerk-2025],20,QAwerk,2025,The Future of AI Agent Testing: Trends to Watch in 2025,QAwerk Blog,https://qawerk.com/blog/ai-agent-testing-trends/
[Quidget-2025],24,Quidget,2025,The 6 Metrics That Actually Matter for AI Customer Support in 2025,Quidget Blog,https://quidget.ai/blog/ai-automation/the-6-metrics-that-actually-matter-for-ai-customer-support-in-2025/
[RAGAS-2025],"15,B",RAGAS,2025,Ragas: Automated Evaluation of Retrieval Augmented Generation,RAGAS Docs,https://docs.ragas.io/en/stable/
[Rannaberg-2025],2,Carl Rannaberg,2025,State of AI Agents in 2025: A Technical Analysis,Medium,https://carlrannaberg.medium.com/state-of-ai-agents-in-2025-5f11444a5c78
[RASEval-2025],"1,2,3,18,25,G",Various,2025,RAS-Eval: A Comprehensive Benchmark for Security Evaluation of LLM Agents,arXiv,https://arxiv.org/html/2506.15253v1
[RetellAI-2025],24,Retell AI,2025,AI Voice Agent Latency Face-Off 2025,Retell AI,https://www.retellai.com/resources/ai-voice-agent-latency-face-off-2025
[RTSLabs-2026],24,RTS Labs,2026,AI Agents for Finance,RTS Labs,https://rtslabs.com/ai-agents-for-finance/
[Salesmate-2026],"1,2,3,30",Salesmate,2026,AI agent trends for 2026: 7 shifts to watch,Salesmate Blog,https://www.salesmate.io/blog/future-of-ai-agents/
[ScaleAI-2026],18,Scale AI,2026,SWE-Bench Pro: Long-Horizon Software Engineering Tasks,Scale AI,https://scale.com/leaderboard/swe_bench_pro_public
[SecondTalent-2026],"1,2",Second Talent,2026,50+ AI Agents Statistics Relevant For 2026,Second Talent,https://www.secondtalent.com/resources/ai-agents-statistics/
[SecurityWeek-2025],23,SecurityWeek,2025,Vibe Coding's Real Problem Isn't Bugs—It's Judgment,SecurityWeek,https://www.securityweek.com/vibe-codings-real-problem-isnt-bugs-its-judgment/
[Shumaker-2025],24,Shumaker,2025,Generative AI in Financial Services: A Practical Compliance Playbook for 2026,Shumaker,https://www.shumaker.com/insight/client-alert-generative-artificial-intelligence-in-financial-services-a-practical-compliance-playbook-for-2026/
[Shukla-2025],"27,30","Shukla, M.",2025,Evaluating Agentic AI Systems: A Balanced Framework,SSRN,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5402054
[SigNoz-2025],15,SigNoz,2025,SigNoz: Open Source Observability Platform,SigNoz,https://signoz.io/
[SigNoz-2026],9,SigNoz,2026,OpenTelemetry Agents - The Complete Beginner's Guide (2026),SigNoz Blog,https://signoz.io/blog/opentelemetry-agent/
[SilentFailures-2025],3,arXiv,2025,Detecting Silent Failures in Multi-Agentic AI Trajectories,arXiv,https://arxiv.org/html/2511.04032v1
[Softcery-2025],17,Softcery,2025,14 AI Agent Frameworks Compared,Softcery Lab,https://softcery.com/lab/top-14-ai-agent-frameworks-of-2025-a-founders-guide-to-building-smarter-systems
[Sombra-2026-security],3,Sombra,2026,LLM Security Risks in 2026,Sombra Blog,https://sombrainc.com/blog/llm-security-risks-2026
[Sombra-2026-regulations],30,Sombra Inc.,2026,An Ultimate Guide to AI Regulations and Governance in 2026,Sombra Blog,https://sombrainc.com/blog/ai-regulations-2026-eu-ai-act
[Splunk-2026],30,Splunk,2026,Security Predictions 2026: What Agentic AI Means for the SOC,Splunk Blog,https://www.splunk.com/en_us/blog/leadership/security-predictions-2026-what-agentic-ai-means-for-the-people-running-the-soc.html
[Springer-2025],29,Springer,2025,Agentic AI: comprehensive survey of architectures applications and future directions,AI Review,https://link.springer.com/article/10.1007/s10462-025-11422-4
[Stanford-2025-cs329t],26,Stanford University,2025,CS329T: Trustworthy Machine Learning,Stanford,https://web.stanford.edu/class/cs329t/
[Stanford-2025-cs329a],26,Stanford University,2025,CS329A: Self-Improving AI Agents,Stanford,https://cs329a.stanford.edu/
[StartupHub-2025],23,Startup Hub AI,2025,Agentforce Elevates AI Agent Evaluation Standards,Startup Hub AI,https://www.startuphub.ai/ai-news/ai-research/2025/agentforce-elevates-ai-agent-evaluation-standards/
[Statsig-2025],14,Statsig,2025,Arize Phoenix Overview: Open-Source AI Observability,Statsig,https://www.statsig.com/perspectives/arize-phoenix-ai-observability
[StellarCyber-2026],3,Stellar Cyber,2026,Top Agentic AI Security Threats in 2026,Stellar Cyber,https://stellarcyber.ai/learn/agentic-ai-securiry-threats/
[Symflower-2025],18,Symflower,2025,Benchmarks Evaluating LLM Agents for Software Development,Symflower Blog,https://symflower.com/en/company/blog/2025/benchmarks-llm-agents/
[TakeGoodhart-2025],23,arXiv,2025,Take Goodhart Seriously,arXiv,https://arxiv.org/abs/2510.02840
[testRigor-2025],13,testRigor,2025,Different Evals for Agentic AI: Methods Metrics & Best Practices,testRigor Blog,https://testrigor.com/blog/different-evals-for-agentic-ai/
[Thakker-2025],26,"Thakker, Y.",2025,Evaluating AI Agents,Udemy,https://www.udemy.com/course/evaluating-ai-agents/
[TheNewStack-2026],28,The New Stack,2026,Can OpenTelemetry Save Observability in 2026?,The New Stack,https://thenewstack.io/can-opentelemetry-save-observability-in-2026/
[THUDM-2024],18,THUDM,2024,AgentBench: Evaluating LLMs as Agents,ICLR/GitHub,https://github.com/THUDM/AgentBench
[TileDB-2026],2,TileDB,2026,What is Agentic AI: A Comprehensive 2026 Guide,TileDB Blog,https://www.tiledb.com/blog/what-is-agentic-ai
[TimesFreePress-2026],23,Times Free Press,2026,Deborah Levine: AI Still Needs Human Oversight in 2026,Times Free Press,https://www.timesfreepress.com/news/2026/jan/08/deborah-levine-ai-still-needs-human-oversight-in/
[Traceloop-2025],"9,14,15,B",Traceloop,2025,OpenLLMetry: Open-source observability for GenAI/LLM,GitHub,https://github.com/traceloop/openllmetry
[TrueFoundry-2025],3,TrueFoundry,2025,Monitoring & Observability for LLM RAG and Agentic AI Apps,TrueFoundry Blog,https://www.truefoundry.com/blog/monitoring-observability-for-llm-rag-and-agentic-ai-apps
[Truyo-2026],3,Truyo,2026,AI Governance 2026: The Struggle to Enable Scale Without Losing Control,Truyo,https://truyo.com/ai-governance-2026-the-struggle-to-enable-scale-without-losing-control/
[TTMS-2026],3,TTMS,2026,Training Data Poisoning: The Invisible Cyber Threat of 2026,TTMS,https://ttms.com/training-data-poisoning-the-invisible-cyber-threat-of-2026/
[Twilio-2025],24,Twilio,2025,Guide to Core Latency for AI Voice Agents,Twilio Blog,https://www.twilio.com/en-us/blog/developers/best-practices/guide-core-latency-ai-voice-agents
[TWIML-2025],27,TWIML AI,2025,The TWIML AI Podcast,TWIML AI,https://twimlai.com/podcast/twimlai/
[UCBerkeley-2025-agentic],26,UC Berkeley RDI,2025,CS294/194-196: Agentic AI,UC Berkeley,https://rdi.berkeley.edu/agentic-ai/f25
[UCBerkeley-2025-adv],26,UC Berkeley RDI,2025,CS294/194-280: Advanced Large Language Model Agents,UC Berkeley,https://rdi.berkeley.edu/adv-llm-agents/sp25
[UCBerkeley-2025-summit],27,UC Berkeley RDI,2025,Agentic AI Summit 2025,UC Berkeley,https://rdi.berkeley.edu/events/agentic-ai-summit
[UCBerkeley-2025-agentx],27,UC Berkeley RDI,2025,AgentX AgentBeats Competition,UC Berkeley,https://rdi.berkeley.edu/agentx-agentbeats
[UKAISI-2025],20,UK AI Safety Institute,2025,The Inspect Sandboxing Toolkit,UK AISI,https://www.aisi.gov.uk/blog/the-inspect-sandboxing-toolkit-scalable-and-secure-ai-agent-evaluations
[UKAISI-2025-inspect],29,UK AI Safety Institute,2025,Inspect: Open-Source AI Evaluation Framework,GitHub,https://github.com/UKGovernmentBEIS/inspect_ai
[USCS-2026],3,USCS Institute,2026,What is AI Agent Security Plan 2026?,USCS Institute,https://www.uscsinstitute.org/cybersecurity-insights/blog/what-is-ai-agent-security-plan-2026-threats-and-strategies-explained
[Vellum-2025],11,Vellum,2025,Synthetic Test Case Generation for LLM Evaluation,Vellum Blog,https://www.vellum.ai/blog/synthetic-test-case-generation-for-llm-evaluation
[VentureBeat-2025-redteam],23,VentureBeat,2025,Red Teaming LLMs: The Harsh Truth About the AI Security Arms Race,VentureBeat,https://venturebeat.com/security/red-teaming-llms-harsh-truth-ai-security-arms-race
[VentureBeat-2025-injection],29,VentureBeat,2025,OpenAI admits prompt injection is here to stay as enterprises lag on defenses,VentureBeat,https://venturebeat.com/security/openai-admits-that-prompt-injection-is-here-to-stay
[Veracode-2025],24,Veracode,2025,GenAI Code Security Report,Veracode Blog,https://www.veracode.com/blog/genai-code-security-report/
[VictoriaMetrics-2025],9,VictoriaMetrics,2025,AI Agents Observability with OpenTelemetry and the VictoriaMetrics Stack,VictoriaMetrics Blog,https://victoriametrics.com/blog/ai-agents-observability/
[VisioneerIT-2026],3,Visioneer IT,2026,Building a Robust AI Governance Framework,Visioneer IT Blog,https://www.visioneerit.com/blog/building-a-robust-ai-governance-framework-in-2026
[WandB-2025],19,Weights & Biases,2025,AI agent evaluation: Metrics strategies and best practices,W&B,https://wandb.ai/onlineinference/genai-research/reports/AI-agent-evaluation-Metrics-strategies-and-best-practices--VmlldzoxMjM0NjQzMQ
[Warmly-2026],"1,2",Warmly,2026,35+ Powerful AI Agents Statistics: Adoption & Insights [2026],Warmly,https://www.warmly.ai/p/blog/ai-agents-statistics
[WebProNews-2026],"1,2,3",WebProNews,2026,2026 AI Agentic Systems: Reshaping Industries Amid Challenges,WebProNews,https://www.webpronews.com/2026-ai-agentic-systems-reshaping-industries-amid-challenges/
[Wolfe-2025],12,"Cameron R. Wolfe, Ph.D.",2025,Using LLMs for Evaluation,Substack,https://cameronrwolfe.substack.com/p/llm-as-a-judge
[Zheng-2023],C,"Zheng, L. et al.",2023,Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena,arXiv,https://arxiv.org/abs/2306.05685
[Zhou-2025],23,"Zhou, Y.",2025,2025 Overpromised AI Agents: 2026 Demands Agentic Engineering,Medium,https://medium.com/generative-ai-revolution-ai-native-transformation/2025-overpromised-ai-agents-2026-demands-agentic-engineering-5fbf914a9106
[Zyrix-2025],20,Zyrix,2025,Multi-Agent AI Testing Guide 2025,Zyrix Blog,https://zyrix.ai/blogs/multi-agent-ai-testing-guide-2025/
[AgentDrift-2026],3,arXiv,2026,Agent Drift: Quantifying Behavioral Degradation in Multi-Agent LLM Systems,arXiv,https://arxiv.org/html/2601.04170v1
[AgentaAI-2025],9,Agenta,2025,The AI Engineer's Guide to LLM Observability with OpenTelemetry,Agenta Blog,https://agenta.ai/blog/the-ai-engineer-s-guide-to-llm-observability-with-opentelemetry
[AgentaAI-2025-judge],23,Agenta AI,2025,LLM-as-a-Judge Guide: Best Practices for LLM Evaluation,Agenta AI Blog,https://agenta.ai/blog/llm-as-a-judge-guide-to-llm-evaluation-best-practices
[AgentAsJudge-2024],25,arXiv,2024,Agent-as-a-Judge: Evaluate Agents with Agents,arXiv,https://arxiv.org/abs/2410.10934
[CLEAR-2025],25,arXiv,2025,CLEAR Framework: Beyond Accuracy in Agentic AI Evaluation,arXiv,https://arxiv.org/abs/2511.14136
[ACM-2025-survey],25,ACM Computing Surveys,2025,AI Agents Under Threat: A Survey of Key Security Challenges and Future Pathways,ACM,https://dl.acm.org/doi/10.1145/3716628
[ACM-2025-kdd],29,ACM SIGKDD,2025,Evaluation and Benchmarking of LLM Agents: A Survey,KDD 2025,https://dl.acm.org/doi/10.1145/3711896.3736570
[arXiv-2025-security],25,arXiv,2025,Agentic AI Security: Threats Defenses and Evaluation,arXiv,https://arxiv.org/html/2510.23883v1
[arXiv-2024-survey],12,arXiv,2024,A Survey on LLM-as-a-Judge,arXiv,https://arxiv.org/html/2411.15594v6
[arXiv-2025-scoring],12,arXiv,2025,Evaluating Scoring Bias in LLM-as-a-Judge,arXiv,https://arxiv.org/html/2506.22316v1
[arXiv-2025-reporting],12,arXiv,2025,How to Correctly Report LLM-as-a-Judge Evaluations,arXiv,https://arxiv.org/html/2511.21140v1
[arXiv-2025-benchmarking],11,arXiv,2025,Evaluation and Benchmarking of LLM Agents: A Survey,arXiv,https://arxiv.org/html/2507.21504v1
[arXiv-2024-goat],11,arXiv,2024,Automated Red Teaming with GOAT: the Generative Offensive Agent Tester,arXiv,https://arxiv.org/html/2410.01606v1
[arXiv-2024-holistic],11,arXiv,2024,Holistic Automated Red Teaming for LLMs through Top-Down Test Case Generation,arXiv,https://arxiv.org/html/2409.16783v1
[arXiv-2025-redcoder],11,arXiv,2025,RedCoder: Automated Multi-Turn Red Teaming for Code LLMs,arXiv,https://arxiv.org/html/2507.22063v1
[arXiv-2025-nl2repo],29,arXiv,2025,NL2Repo-Bench: Long-Horizon Repository Generation Evaluation,arXiv,https://arxiv.org/abs/2512.12730
[arXiv-2025-citation],24,arXiv,2025,Citation Classification with Fine-Tuned Models,arXiv,https://arxiv.org/html/2511.16198v1
[AHA-2025],24,American Heart Association,2025,New Guidance Offered for Responsible AI Use in Health Care,AHA Newsroom,https://newsroom.heart.org/news/new-guidance-offered-for-responsible-ai-use-in-health-care
[Databricks-2025],21,Databricks,2025,MLflow 3.0: Build Evaluate and Deploy Generative AI with Confidence,Databricks Blog,https://www.databricks.com/blog/mlflow-30-unified-ai-experimentation-observability-and-governance
